event_index,event_id,track_index,track,channel,midi_note,velocity,time_start_sec,time_end_sec,start_sec,end_sec,duration_sec,start_frame60,end_frame60,duration_frames60,note12,expected_note,expected_note_token,note_token,token,octave_token,step_token,onset_group,onset_notes,onset_polyphony,freq_hz,semantic_layer,track_name,all_track_names,midi_channels_for_track,primary_channel_for_track,program_changes_for_track,primary_program_for_track,primary_program_name_for_track,midi_note_on_count_for_track,csv_event_count_for_track,track_count_delta
869,869,3,3,2,60,36,80.000000000,82.000000000,80.000000000,82.000000000,2.000000000,4800,4920,120,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,641,9.1'- 9.5'- A.5'-,3,261.625565,midi_reference,Cello 2,Cello 2,2,2,ch2:42,42,Cello,71,71,0
870,870,2,2,1,64,49,80.000000000,81.500000000,80.000000000,81.500000000,1.500000000,4800,4890,90,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,641,9.1'- 9.5'- A.5'-,3,329.627557,midi_reference,Cello,Cello,1,1,ch1:42,42,Cello,211,211,0
871,871,5,5,4,60,64,80.001953125,85.895507812,80.001953125,85.895507812,5.893554688,4800,5154,354,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,641,9.1'- 9.5'- A.5'-,3,261.625565,midi_reference,Organ-Bass,Organ-Bass,4,4,ch4:19,19,Church Organ,77,77,0
872,872,6,6,5,60,29,80.001953125,80.151855469,80.001953125,80.151855469,0.149902344,4800,4809,9,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,641,9.1'- 9.5'- A.5'-,3,261.625565,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
873,873,4,4,3,64,64,80.001953125,81.962890625,80.001953125,81.962890625,1.960937500,4800,4918,118,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,641,9.1'- 9.5'- A.5'-,3,329.627557,midi_reference,Organ-Treble,Organ-Treble,3,3,ch3:19,19,Church Organ,102,102,0
874,874,1,1,0,76,57,80.001953125,81.483398438,80.001953125,81.483398438,1.481445312,4800,4889,89,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,641,9.1'- 9.5'- A.5'-,3,659.255114,midi_reference,Violin,Violin,0,0,ch0:40,40,Violin,211,211,0
875,875,6,6,5,64,24,80.145019531,80.273437500,80.145019531,80.273437500,0.128417969,4809,4816,7,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,642,9.5'-,1,329.627557,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
876,876,6,6,5,67,24,80.266601562,80.395019531,80.266601562,80.395019531,0.128417969,4816,4824,8,9.8'-,9.8'-,9.8'-,9.8'-,9.8'-,9,8,643,9.8'-,1,391.995436,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
877,877,6,6,5,72,24,80.388183594,80.521484375,80.388183594,80.521484375,0.133300781,4823,4831,8,A.1'-,A.1'-,A.1'-,A.1'-,A.1'-,A,1,644,A.1'-,1,523.251131,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
878,878,6,6,5,76,25,80.514648438,80.647460938,80.514648438,80.647460938,0.132812500,4831,4839,8,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,645,A.5'-,1,659.255114,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
879,879,6,6,5,67,24,80.640625000,80.768066406,80.640625000,80.768066406,0.127441406,4838,4846,8,9.8'-,9.8'-,9.8'-,9.8'-,9.8'-,9,8,646,9.8'-,1,391.995436,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
880,880,6,6,5,72,24,80.761230469,80.889160156,80.761230469,80.889160156,0.127929688,4846,4853,7,A.1'-,A.1'-,A.1'-,A.1'-,A.1'-,A,1,647,A.1'-,1,523.251131,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
881,881,6,6,5,76,24,80.882324219,81.017089844,80.882324219,81.017089844,0.134765625,4853,4861,8,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,648,A.5'-,1,659.255114,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
882,882,6,6,5,60,27,81.010253906,81.145507812,81.010253906,81.145507812,0.135253906,4861,4869,8,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,649,9.1'-,1,261.625565,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
883,883,6,6,5,64,24,81.138671875,81.266113281,81.138671875,81.266113281,0.127441406,4868,4876,8,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,650,9.5'-,1,329.627557,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
884,884,6,6,5,67,24,81.259277344,81.387207031,81.259277344,81.387207031,0.127929688,4876,4883,7,9.8'-,9.8'-,9.8'-,9.8'-,9.8'-,9,8,651,9.8'-,1,391.995436,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
885,885,6,6,5,72,24,81.380371094,81.512695312,81.380371094,81.512695312,0.132324219,4883,4891,8,A.1'-,A.1'-,A.1'-,A.1'-,A.1'-,A,1,652,A.1'-,1,523.251131,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
886,886,6,6,5,76,25,81.505859375,81.638183594,81.505859375,81.638183594,0.132324219,4890,4898,8,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,653,A.5'-,1,659.255114,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
887,887,6,6,5,67,24,81.631347656,81.759277344,81.631347656,81.759277344,0.127929688,4898,4906,8,9.8'-,9.8'-,9.8'-,9.8'-,9.8'-,9,8,654,9.8'-,1,391.995436,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
888,888,6,6,5,72,24,81.752441406,81.880371094,81.752441406,81.880371094,0.127929688,4905,4913,8,A.1'-,A.1'-,A.1'-,A.1'-,A.1'-,A,1,655,A.1'-,1,523.251131,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
889,889,6,6,5,76,24,81.873535156,82.006835938,81.873535156,82.006835938,0.133300781,4912,4920,8,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,656,A.5'-,1,659.255114,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
890,890,3,3,2,60,36,82.000000000,84.000000000,82.000000000,84.000000000,2.000000000,4920,5040,120,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,657,9.1'- 9.5'- 9.A'- A.A'-,4,261.625565,midi_reference,Cello 2,Cello 2,2,2,ch2:42,42,Cello,71,71,0
891,891,3,3,2,64,36,82.000000000,84.000000000,82.000000000,84.000000000,2.000000000,4920,5040,120,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,657,9.1'- 9.5'- 9.A'- A.A'-,4,329.627557,midi_reference,Cello 2,Cello 2,2,2,ch2:42,42,Cello,71,71,0
892,892,2,2,1,69,49,82.000000000,83.250000000,82.000000000,83.250000000,1.250000000,4920,4995,75,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,657,9.1'- 9.5'- 9.A'- A.A'-,4,440.000000,midi_reference,Cello,Cello,1,1,ch1:42,42,Cello,211,211,0
893,893,6,6,5,60,29,82.001953125,82.151855469,82.001953125,82.151855469,0.149902344,4920,4929,9,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,657,9.1'- 9.5'- 9.A'- A.A'-,4,261.625565,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
894,894,4,4,3,69,64,82.001953125,82.987792969,82.001953125,82.987792969,0.985839844,4920,4979,59,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,657,9.1'- 9.5'- 9.A'- A.A'-,4,440.000000,midi_reference,Organ-Treble,Organ-Treble,3,3,ch3:19,19,Church Organ,102,102,0
895,895,1,1,0,81,77,82.001953125,83.236816406,82.001953125,83.236816406,1.234863281,4920,4994,74,A.A'-,A.A'-,A.A'-,A.A'-,A.A'-,A,A,657,9.1'- 9.5'- 9.A'- A.A'-,4,880.000000,midi_reference,Violin,Violin,0,0,ch0:40,40,Violin,211,211,0
896,896,6,6,5,64,25,82.145019531,82.273437500,82.145019531,82.273437500,0.128417969,4929,4936,7,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,658,9.5'-,1,329.627557,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
897,897,6,6,5,69,26,82.266601562,82.395019531,82.266601562,82.395019531,0.128417969,4936,4944,8,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,659,9.A'-,1,440.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
898,898,6,6,5,76,28,82.388183594,82.521484375,82.388183594,82.521484375,0.133300781,4943,4951,8,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,660,A.5'-,1,659.255114,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
899,899,6,6,5,81,30,82.514648438,82.647460938,82.514648438,82.647460938,0.132812500,4951,4959,8,A.A'-,A.A'-,A.A'-,A.A'-,A.A'-,A,A,661,A.A'-,1,880.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
900,900,6,6,5,69,31,82.640625000,82.768066406,82.640625000,82.768066406,0.127441406,4958,4966,8,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,662,9.A'-,1,440.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
901,901,6,6,5,76,33,82.761230469,82.889160156,82.761230469,82.889160156,0.127929688,4966,4973,7,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,663,A.5'-,1,659.255114,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
902,902,6,6,5,81,34,82.882324219,83.017089844,82.882324219,83.017089844,0.134765625,4973,4981,8,A.A'-,A.A'-,A.A'-,A.A'-,A.A'-,A,A,664,A.A'-,1,880.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
903,903,6,6,5,60,36,83.010253906,83.145507812,83.010253906,83.145507812,0.135253906,4981,4989,8,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,665,9.1'- 9.5'-,2,261.625565,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
904,904,4,4,3,64,64,83.010253906,83.977539062,83.010253906,83.977539062,0.967285156,4981,5039,58,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,665,9.1'- 9.5'-,2,329.627557,midi_reference,Organ-Treble,Organ-Treble,3,3,ch3:19,19,Church Organ,102,102,0
905,905,6,6,5,64,37,83.138671875,83.266113281,83.138671875,83.266113281,0.127441406,4988,4996,8,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,666,9.5'-,1,329.627557,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
906,906,2,2,1,57,49,83.250000000,83.500000000,83.250000000,83.500000000,0.250000000,4995,5010,15,8.A'-,8.A'-,8.A'-,8.A'-,8.A'-,8,A,667,8.A'- 9.A'-,2,220.000000,midi_reference,Cello,Cello,1,1,ch1:42,42,Cello,211,211,0
907,907,1,1,0,69,72,83.259277344,83.523925781,83.259277344,83.523925781,0.264648438,4996,5011,15,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,667,8.A'- 9.A'-,2,440.000000,midi_reference,Violin,Violin,0,0,ch0:40,40,Violin,211,211,0
908,908,6,6,5,69,39,83.259277344,83.387207031,83.259277344,83.387207031,0.127929688,4996,5003,7,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,667,8.A'- 9.A'-,2,440.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
909,909,6,6,5,76,40,83.380371094,83.512695312,83.380371094,83.512695312,0.132324219,5003,5011,8,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,668,A.5'-,1,659.255114,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
910,910,2,2,1,59,49,83.500000000,83.750000000,83.500000000,83.750000000,0.250000000,5010,5025,15,8.C'-,8.C'-,8.C'-,8.C'-,8.C'-,8,C,669,8.C'- 9.C'- A.A'-,3,246.941651,midi_reference,Cello,Cello,1,1,ch1:42,42,Cello,211,211,0
911,911,1,1,0,71,72,83.505859375,83.770507812,83.505859375,83.770507812,0.264648438,5010,5026,16,9.C'-,9.C'-,9.C'-,9.C'-,9.C'-,9,C,669,8.C'- 9.C'- A.A'-,3,493.883301,midi_reference,Violin,Violin,0,0,ch0:40,40,Violin,211,211,0
912,912,6,6,5,81,42,83.505859375,83.638183594,83.505859375,83.638183594,0.132324219,5010,5018,8,A.A'-,A.A'-,A.A'-,A.A'-,A.A'-,A,A,669,8.C'- 9.C'- A.A'-,3,880.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
913,913,6,6,5,69,44,83.631347656,83.759277344,83.631347656,83.759277344,0.127929688,5018,5026,8,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,670,9.A'-,1,440.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
914,914,2,2,1,60,49,83.750000000,84.000000000,83.750000000,84.000000000,0.250000000,5025,5040,15,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,671,9.1'- A.1'- A.5'-,3,261.625565,midi_reference,Cello,Cello,1,1,ch1:42,42,Cello,211,211,0
915,915,1,1,0,72,72,83.752441406,84.018066406,83.752441406,84.018066406,0.265625000,5025,5041,16,A.1'-,A.1'-,A.1'-,A.1'-,A.1'-,A,1,671,9.1'- A.1'- A.5'-,3,523.251131,midi_reference,Violin,Violin,0,0,ch0:40,40,Violin,211,211,0
916,916,6,6,5,76,45,83.752441406,83.880371094,83.752441406,83.880371094,0.127929688,5025,5033,8,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,671,9.1'- A.1'- A.5'-,3,659.255114,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
917,917,6,6,5,81,47,83.873535156,84.006835938,83.873535156,84.006835938,0.133300781,5032,5040,8,A.A'-,A.A'-,A.A'-,A.A'-,A.A'-,A,A,672,A.A'-,1,880.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
918,918,3,3,2,60,36,84.000000000,86.000000000,84.000000000,86.000000000,2.000000000,5040,5160,120,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,673,9.1'- 9.3'- 9.7'- A.3'- A.A'-,5,261.625565,midi_reference,Cello 2,Cello 2,2,2,ch2:42,42,Cello,71,71,0
919,919,2,2,1,62,49,84.000000000,84.875000000,84.000000000,84.875000000,0.875000000,5040,5092,52,9.3'-,9.3'-,9.3'-,9.3'-,9.3'-,9,3,673,9.1'- 9.3'- 9.7'- A.3'- A.A'-,5,293.664768,midi_reference,Cello,Cello,1,1,ch1:42,42,Cello,211,211,0
920,920,3,3,2,62,36,84.000000000,88.000000000,84.000000000,88.000000000,4.000000000,5040,5280,240,9.3'-,9.3'-,9.3'-,9.3'-,9.3'-,9,3,673,9.1'- 9.3'- 9.7'- A.3'- A.A'-,5,293.664768,midi_reference,Cello 2,Cello 2,2,2,ch2:42,42,Cello,71,71,0
921,921,6,6,5,60,48,84.001953125,84.151855469,84.001953125,84.151855469,0.149902344,5040,5049,9,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,673,9.1'- 9.3'- 9.7'- A.3'- A.A'-,5,261.625565,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
922,922,4,4,3,62,36,84.001953125,85.977539062,84.001953125,85.977539062,1.975585938,5040,5159,119,9.3'-,9.3'-,9.3'-,9.3'-,9.3'-,9,3,673,9.1'- 9.3'- 9.7'- A.3'- A.A'-,5,293.664768,midi_reference,Organ-Treble,Organ-Treble,3,3,ch3:19,19,Church Organ,102,102,0
923,923,4,4,3,66,36,84.001953125,85.999511719,84.001953125,85.999511719,1.997558594,5040,5160,120,9.7'-,9.7'-,9.7'-,9.7'-,9.7'-,9,7,673,9.1'- 9.3'- 9.7'- A.3'- A.A'-,5,369.994423,midi_reference,Organ-Treble,Organ-Treble,3,3,ch3:19,19,Church Organ,102,102,0
924,924,1,1,0,74,61,84.001953125,84.900390625,84.001953125,84.900390625,0.898437500,5040,5094,54,A.3'-,A.3'-,A.3'-,A.3'-,A.3'-,A,3,673,9.1'- 9.3'- 9.7'- A.3'- A.A'-,5,587.329536,midi_reference,Violin,Violin,0,0,ch0:40,40,Violin,211,211,0
925,925,4,4,3,81,45,84.001953125,85.009765625,84.001953125,85.009765625,1.007812500,5040,5101,61,A.A'-,A.A'-,A.A'-,A.A'-,A.A'-,A,A,673,9.1'- 9.3'- 9.7'- A.3'- A.A'-,5,880.000000,midi_reference,Organ-Treble,Organ-Treble,3,3,ch3:19,19,Church Organ,102,102,0
926,926,6,6,5,62,24,84.145019531,84.273437500,84.145019531,84.273437500,0.128417969,5049,5056,7,9.3'-,9.3'-,9.3'-,9.3'-,9.3'-,9,3,674,9.3'-,1,293.664768,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
927,927,6,6,5,66,24,84.266601562,84.395019531,84.266601562,84.395019531,0.128417969,5056,5064,8,9.7'-,9.7'-,9.7'-,9.7'-,9.7'-,9,7,675,9.7'-,1,369.994423,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
928,928,6,6,5,69,24,84.388183594,84.521484375,84.388183594,84.521484375,0.133300781,5063,5071,8,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,676,9.A'-,1,440.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
929,929,6,6,5,74,25,84.514648438,84.647460938,84.514648438,84.647460938,0.132812500,5071,5079,8,A.3'-,A.3'-,A.3'-,A.3'-,A.3'-,A,3,677,A.3'-,1,587.329536,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
930,930,6,6,5,66,24,84.640625000,84.768066406,84.640625000,84.768066406,0.127441406,5078,5086,8,9.7'-,9.7'-,9.7'-,9.7'-,9.7'-,9,7,678,9.7'-,1,369.994423,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
931,931,6,6,5,69,24,84.761230469,84.889160156,84.761230469,84.889160156,0.127929688,5086,5093,7,9.A'-,9.A'-,9.A'-,9.A'-,9.A'-,9,A,679,9.A'-,1,440.000000,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
932,932,2,2,1,64,36,84.875000000,85.000000000,84.875000000,85.000000000,0.125000000,5092,5100,8,9.5'-,9.5'-,9.5'-,9.5'-,9.5'-,9,5,680,9.5'- A.3'- A.5'-,3,329.627557,midi_reference,Cello,Cello,1,1,ch1:42,42,Cello,211,211,0
933,933,6,6,5,74,24,84.882324219,85.017089844,84.882324219,85.017089844,0.134765625,5093,5101,8,A.3'-,A.3'-,A.3'-,A.3'-,A.3'-,A,3,680,9.5'- A.3'- A.5'-,3,587.329536,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
934,934,1,1,0,76,61,84.882324219,85.028320312,84.882324219,85.028320312,0.145996094,5093,5102,9,A.5'-,A.5'-,A.5'-,A.5'-,A.5'-,A,5,680,9.5'- A.3'- A.5'-,3,659.255114,midi_reference,Violin,Violin,0,0,ch0:40,40,Violin,211,211,0
935,935,2,2,1,62,36,85.000000000,86.000000000,85.000000000,86.000000000,1.000000000,5100,5160,60,9.3'-,9.3'-,9.3'-,9.3'-,9.3'-,9,3,681,9.1'- 9.3'- A.3'- A.A'-,4,293.664768,midi_reference,Cello,Cello,1,1,ch1:42,42,Cello,211,211,0
936,936,6,6,5,60,27,85.010253906,85.145507812,85.010253906,85.145507812,0.135253906,5101,5109,8,9.1'-,9.1'-,9.1'-,9.1'-,9.1'-,9,1,681,9.1'- 9.3'- A.3'- A.A'-,4,261.625565,midi_reference,Piano-Treble,Piano-Treble,5,5,ch5:0,0,Acoustic Grand Piano,545,545,0
937,937,1,1,0,74,56,85.010253906,85.962890625,85.010253906,85.962890625,0.952636719,5101,5158,57,A.3'-,A.3'-,A.3'-,A.3'-,A.3'-,A,3,681,9.1'- 9.3'- A.3'- A.A'-,4,587.329536,midi_reference,Violin,Violin,0,0,ch0:40,40,Violin,211,211,0
938,938,4,4,3,81,36,85.010253906,85.222167969,85.010253906,85.222167969,0.211914062,5101,5113,12,A.A'-,A.A'-,A.A'-,A.A'-,A.A'-,A,A,681,9.1'- 9.3'- A.3'- A.A'-,4,880.000000,midi_reference,Organ-Treble,Organ-Treble,3,3,ch3:19,19,Church Organ,102,102,0
